80040 silly lifecycle ansi-html@0.0.7~preinstall: no script for preinstall, continuing
88400 silly install fastparse@1.1.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/fastparse-f52fc5bc
88401 info lifecycle fastparse@1.1.1~install: fastparse@1.1.1
88402 silly lifecycle fastparse@1.1.1~install: no script for install, continuing
88403 silly install file-uri-to-path@0.0.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/file-uri-to-path-3c7c3872
88404 info lifecycle file-uri-to-path@0.0.2~install: file-uri-to-path@0.0.2
88405 silly lifecycle file-uri-to-path@0.0.2~install: no script for install, continuing
88406 silly install filename-regex@2.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/filename-regex-7a8861a1
88407 info lifecycle filename-regex@2.0.0~install: filename-regex@2.0.0
88408 silly lifecycle filename-regex@2.0.0~install: no script for install, continuing
88409 silly install filesize@3.5.6 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/filesize-31056975
88410 info lifecycle filesize@3.5.6~install: filesize@3.5.6
88411 silly lifecycle filesize@3.5.6~install: no script for install, continuing
88412 silly install flatten@1.0.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/flatten-c454c24c
88413 info lifecycle flatten@1.0.2~install: flatten@1.0.2
88414 silly lifecycle flatten@1.0.2~install: no script for install, continuing
88415 silly install for-in@1.0.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/for-in-14e90135
88416 info lifecycle for-in@1.0.2~install: for-in@1.0.2
88417 silly lifecycle for-in@1.0.2~install: no script for install, continuing
88418 silly install for-own@0.1.5 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/for-own-14b93eec
88419 info lifecycle for-own@0.1.5~install: for-own@0.1.5
88420 silly lifecycle for-own@0.1.5~install: no script for install, continuing
88421 silly install forever-agent@0.6.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/forever-agent-c1a73ecd
88422 info lifecycle forever-agent@0.6.1~install: forever-agent@0.6.1
88423 silly lifecycle forever-agent@0.6.1~install: no script for install, continuing
88424 silly install forwarded@0.1.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/forwarded-a69089db
88425 info lifecycle forwarded@0.1.0~install: forwarded@0.1.0
88426 silly lifecycle forwarded@0.1.0~install: no script for install, continuing
88427 silly install fresh@0.5.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/fresh-1b8bb7be
88428 info lifecycle fresh@0.5.0~install: fresh@0.5.0
88429 silly lifecycle fresh@0.5.0~install: no script for install, continuing
88430 silly install fs.realpath@1.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/fs.realpath-867e3361
88431 info lifecycle fs.realpath@1.0.0~install: fs.realpath@1.0.0
88432 silly lifecycle fs.realpath@1.0.0~install: no script for install, continuing
88433 silly install abbrev@1.1.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/abbrev-50a9a4e1
88434 info lifecycle abbrev@1.1.0~install: abbrev@1.1.0
88435 silly lifecycle abbrev@1.1.0~install: no script for install, continuing
88436 silly install ansi-regex@2.1.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/ansi-regex-18978975
88437 info lifecycle ansi-regex@2.1.1~install: ansi-regex@2.1.1
88438 silly lifecycle ansi-regex@2.1.1~install: no script for install, continuing
88439 silly install ansi-styles@2.2.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/ansi-styles-b48586c5
88440 info lifecycle ansi-styles@2.2.1~install: ansi-styles@2.2.1
88441 silly lifecycle ansi-styles@2.2.1~install: no script for install, continuing
88442 silly install aproba@1.1.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/aproba-bb34a56e
88443 info lifecycle aproba@1.1.1~install: aproba@1.1.1
88444 silly lifecycle aproba@1.1.1~install: no script for install, continuing
88445 silly install asn1@0.2.3 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/asn1-aec7b0bc
88446 info lifecycle asn1@0.2.3~install: asn1@0.2.3
88447 silly lifecycle asn1@0.2.3~install: no script for install, continuing
88448 silly install assert-plus@0.2.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/assert-plus-4ec02106
88449 info lifecycle assert-plus@0.2.0~install: assert-plus@0.2.0
88450 silly lifecycle assert-plus@0.2.0~install: no script for install, continuing
88451 silly install asynckit@0.4.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/asynckit-ccf899c5
88452 info lifecycle asynckit@0.4.0~install: asynckit@0.4.0
88453 silly lifecycle asynckit@0.4.0~install: no script for install, continuing
88454 silly install aws-sign2@0.6.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/aws-sign2-8480cda8
88455 info lifecycle aws-sign2@0.6.0~install: aws-sign2@0.6.0
88456 silly lifecycle aws-sign2@0.6.0~install: no script for install, continuing
88457 silly install aws4@1.6.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/aws4-b42b8a22
88458 info lifecycle aws4@1.6.0~install: aws4@1.6.0
88459 silly lifecycle aws4@1.6.0~install: no script for install, continuing
88460 silly install balanced-match@0.4.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/balanced-match-a663fd2b
88461 info lifecycle balanced-match@0.4.2~install: balanced-match@0.4.2
88462 silly lifecycle balanced-match@0.4.2~install: no script for install, continuing
88463 silly install buffer-shims@1.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/buffer-shims-d780f69c
88464 info lifecycle buffer-shims@1.0.0~install: buffer-shims@1.0.0
88465 silly lifecycle buffer-shims@1.0.0~install: no script for install, continuing
88466 silly install caseless@0.11.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/caseless-0c846e1f
88467 info lifecycle caseless@0.11.0~install: caseless@0.11.0
88468 silly lifecycle caseless@0.11.0~install: no script for install, continuing
88469 silly install code-point-at@1.1.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/code-point-at-761bff4f
88470 info lifecycle code-point-at@1.1.0~install: code-point-at@1.1.0
88471 silly lifecycle code-point-at@1.1.0~install: no script for install, continuing
88472 silly install concat-map@0.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/concat-map-adaf3925
88473 info lifecycle concat-map@0.0.1~install: concat-map@0.0.1
88474 silly lifecycle concat-map@0.0.1~install: no script for install, continuing
88475 silly install brace-expansion@1.1.6 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/brace-expansion-de25a027
88476 info lifecycle brace-expansion@1.1.6~install: brace-expansion@1.1.6
88477 silly lifecycle brace-expansion@1.1.6~install: no script for install, continuing
88478 silly install console-control-strings@1.1.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/console-control-strings-8b1f9a7b
88479 info lifecycle console-control-strings@1.1.0~install: console-control-strings@1.1.0
88480 silly lifecycle console-control-strings@1.1.0~install: no script for install, continuing
88481 silly install core-util-is@1.0.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/core-util-is-d24970ed
88482 info lifecycle core-util-is@1.0.2~install: core-util-is@1.0.2
88483 silly lifecycle core-util-is@1.0.2~install: no script for install, continuing
88484 silly install assert-plus@1.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/assert-plus-b7861513
88485 info lifecycle assert-plus@1.0.0~install: assert-plus@1.0.0
88486 silly lifecycle assert-plus@1.0.0~install: no script for install, continuing
88487 silly install dashdash@1.14.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/dashdash-09b32a86
88488 info lifecycle dashdash@1.14.1~install: dashdash@1.14.1
88489 silly lifecycle dashdash@1.14.1~install: no script for install, continuing
88490 silly install deep-extend@0.4.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/deep-extend-13efb1de
88491 info lifecycle deep-extend@0.4.1~install: deep-extend@0.4.1
88492 silly lifecycle deep-extend@0.4.1~install: no script for install, continuing
88493 silly install delayed-stream@1.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/delayed-stream-23c799b8
88494 info lifecycle delayed-stream@1.0.0~install: delayed-stream@1.0.0
88495 silly lifecycle delayed-stream@1.0.0~install: no script for install, continuing
88496 silly install combined-stream@1.0.5 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/combined-stream-a256336d
88497 info lifecycle combined-stream@1.0.5~install: combined-stream@1.0.5
88498 silly lifecycle combined-stream@1.0.5~install: no script for install, continuing
88499 silly install delegates@1.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/delegates-51849801
88500 info lifecycle delegates@1.0.0~install: delegates@1.0.0
88501 silly lifecycle delegates@1.0.0~install: no script for install, continuing
88502 silly install escape-string-regexp@1.0.5 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/escape-string-regexp-616c17da
88503 info lifecycle escape-string-regexp@1.0.5~install: escape-string-regexp@1.0.5
88504 silly lifecycle escape-string-regexp@1.0.5~install: no script for install, continuing
88505 silly install extend@3.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/extend-f2d3978b
88506 info lifecycle extend@3.0.0~install: extend@3.0.0
88507 silly lifecycle extend@3.0.0~install: no script for install, continuing
88508 silly install extsprintf@1.0.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/extsprintf-8b16326f
88509 info lifecycle extsprintf@1.0.2~install: extsprintf@1.0.2
88510 silly lifecycle extsprintf@1.0.2~install: no script for install, continuing
88511 silly install forever-agent@0.6.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/forever-agent-5954b7d5
88512 info lifecycle forever-agent@0.6.1~install: forever-agent@0.6.1
88513 silly lifecycle forever-agent@0.6.1~install: no script for install, continuing
88514 silly install fs.realpath@1.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/fs.realpath-f1bb1061
88515 info lifecycle fs.realpath@1.0.0~install: fs.realpath@1.0.0
88516 silly lifecycle fs.realpath@1.0.0~install: no script for install, continuing
88517 silly install generate-function@2.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/generate-function-2650b60f
88518 info lifecycle generate-function@2.0.0~install: generate-function@2.0.0
88519 silly lifecycle generate-function@2.0.0~install: no script for install, continuing
88520 silly install assert-plus@1.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/assert-plus-1a5ee538
88521 info lifecycle assert-plus@1.0.0~install: assert-plus@1.0.0
88522 silly lifecycle assert-plus@1.0.0~install: no script for install, continuing
88523 silly install getpass@0.1.6 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/getpass-281b43bc
88524 info lifecycle getpass@0.1.6~install: getpass@0.1.6
88525 silly lifecycle getpass@0.1.6~install: no script for install, continuing
88526 silly install graceful-fs@4.1.11 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/graceful-fs-125d381d
88527 info lifecycle graceful-fs@4.1.11~install: graceful-fs@4.1.11
88528 silly lifecycle graceful-fs@4.1.11~install: no script for install, continuing
88529 silly install graceful-readlink@1.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/graceful-readlink-ca3249f2
88530 info lifecycle graceful-readlink@1.0.1~install: graceful-readlink@1.0.1
88531 silly lifecycle graceful-readlink@1.0.1~install: no script for install, continuing
88532 silly install commander@2.9.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/commander-50b3539d
88533 info lifecycle commander@2.9.0~install: commander@2.9.0
88534 silly lifecycle commander@2.9.0~install: no script for install, continuing
88535 silly install has-ansi@2.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/has-ansi-b3467431
88536 info lifecycle has-ansi@2.0.0~install: has-ansi@2.0.0
88537 silly lifecycle has-ansi@2.0.0~install: no script for install, continuing
88538 silly install has-unicode@2.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/has-unicode-6a537ded
88539 info lifecycle has-unicode@2.0.1~install: has-unicode@2.0.1
88540 silly lifecycle has-unicode@2.0.1~install: no script for install, continuing
88541 silly install hoek@2.16.3 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/hoek-b78ca90d
88542 info lifecycle hoek@2.16.3~install: hoek@2.16.3
88543 silly lifecycle hoek@2.16.3~install: no script for install, continuing
88544 silly install boom@2.10.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/boom-4690d7d1
88545 info lifecycle boom@2.10.1~install: boom@2.10.1
88546 silly lifecycle boom@2.10.1~install: no script for install, continuing
88547 silly install cryptiles@2.0.5 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/cryptiles-8d68b47a
88548 info lifecycle cryptiles@2.0.5~install: cryptiles@2.0.5
88549 silly lifecycle cryptiles@2.0.5~install: no script for install, continuing
88550 silly install inherits@2.0.3 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/inherits-f758abbf
88551 info lifecycle inherits@2.0.3~install: inherits@2.0.3
88552 silly lifecycle inherits@2.0.3~install: no script for install, continuing
88553 silly install block-stream@0.0.9 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/block-stream-05f1d36b
88554 info lifecycle block-stream@0.0.9~install: block-stream@0.0.9
88555 silly lifecycle block-stream@0.0.9~install: no script for install, continuing
88556 silly install ini@1.3.4 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/ini-94bb9acc
88557 info lifecycle ini@1.3.4~install: ini@1.3.4
88558 silly lifecycle ini@1.3.4~install: no script for install, continuing
88559 silly install is-property@1.0.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/is-property-200f08d0
88560 info lifecycle is-property@1.0.2~install: is-property@1.0.2
88561 silly lifecycle is-property@1.0.2~install: no script for install, continuing
88562 silly install generate-object-property@1.2.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/generate-object-property-7a418a89
88563 info lifecycle generate-object-property@1.2.0~install: generate-object-property@1.2.0
88564 silly lifecycle generate-object-property@1.2.0~install: no script for install, continuing
88565 silly install is-typedarray@1.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/is-typedarray-1118b681
88566 info lifecycle is-typedarray@1.0.0~install: is-typedarray@1.0.0
88567 silly lifecycle is-typedarray@1.0.0~install: no script for install, continuing
88568 silly install isarray@1.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/isarray-c7b2dd90
88569 info lifecycle isarray@1.0.0~install: isarray@1.0.0
88570 silly lifecycle isarray@1.0.0~install: no script for install, continuing
88571 silly install isstream@0.1.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/isstream-abd1aaff
88572 info lifecycle isstream@0.1.2~install: isstream@0.1.2
88573 silly lifecycle isstream@0.1.2~install: no script for install, continuing
88574 silly install jsbn@0.1.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/jsbn-90a8bc52
88575 info lifecycle jsbn@0.1.1~install: jsbn@0.1.1
88576 silly lifecycle jsbn@0.1.1~install: no script for install, continuing
88577 silly install ecc-jsbn@0.1.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/ecc-jsbn-2c5cd60e
88578 info lifecycle ecc-jsbn@0.1.1~install: ecc-jsbn@0.1.1
88579 silly lifecycle ecc-jsbn@0.1.1~install: no script for install, continuing
88580 silly install jodid25519@1.0.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/jodid25519-cef28ec8
88581 info lifecycle jodid25519@1.0.2~install: jodid25519@1.0.2
88582 silly lifecycle jodid25519@1.0.2~install: no script for install, continuing
88583 silly install json-schema@0.2.3 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/json-schema-1ef20476
88584 info lifecycle json-schema@0.2.3~install: json-schema@0.2.3
88585 silly lifecycle json-schema@0.2.3~install: no script for install, continuing
88586 silly install json-stringify-safe@5.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/json-stringify-safe-4d9d4097
88587 info lifecycle json-stringify-safe@5.0.1~install: json-stringify-safe@5.0.1
88588 silly lifecycle json-stringify-safe@5.0.1~install: no script for install, continuing
88589 silly install jsonpointer@4.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/jsonpointer-1e2ea2a9
88590 info lifecycle jsonpointer@4.0.1~install: jsonpointer@4.0.1
88591 silly lifecycle jsonpointer@4.0.1~install: no script for install, continuing
88592 silly install mime-db@1.26.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/mime-db-b40627ff
88593 info lifecycle mime-db@1.26.0~install: mime-db@1.26.0
88594 silly lifecycle mime-db@1.26.0~install: no script for install, continuing
88595 silly install mime-types@2.1.14 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/mime-types-41720b02
88596 info lifecycle mime-types@2.1.14~install: mime-types@2.1.14
88597 silly lifecycle mime-types@2.1.14~install: no script for install, continuing
88598 silly install form-data@2.1.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/form-data-15914194
88599 info lifecycle form-data@2.1.2~install: form-data@2.1.2
88600 silly lifecycle form-data@2.1.2~install: no script for install, continuing
88601 silly install minimatch@3.0.3 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/minimatch-f36ae488
88602 info lifecycle minimatch@3.0.3~install: minimatch@3.0.3
88603 silly lifecycle minimatch@3.0.3~install: no script for install, continuing
88604 silly install minimist@0.0.8 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/minimist-7a7e2dcc
88605 info lifecycle minimist@0.0.8~install: minimist@0.0.8
88606 silly lifecycle minimist@0.0.8~install: no script for install, continuing
88607 silly install mkdirp@0.5.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/mkdirp-045e4f3c
88608 info lifecycle mkdirp@0.5.1~install: mkdirp@0.5.1
88609 silly lifecycle mkdirp@0.5.1~install: no script for install, continuing
88610 silly install ms@0.7.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/ms-69c88d35
88611 info lifecycle ms@0.7.1~install: ms@0.7.1
88612 silly lifecycle ms@0.7.1~install: no script for install, continuing
88613 silly install debug@2.2.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/debug-f9461d55
88614 info lifecycle debug@2.2.0~install: debug@2.2.0
88615 silly lifecycle debug@2.2.0~install: no script for install, continuing
88616 silly install nopt@3.0.6 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/nopt-e13f7086
88617 info lifecycle nopt@3.0.6~install: nopt@3.0.6
88618 silly lifecycle nopt@3.0.6~install: no script for install, continuing
88619 silly install number-is-nan@1.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/number-is-nan-77f37ff1
88620 info lifecycle number-is-nan@1.0.1~install: number-is-nan@1.0.1
88621 silly lifecycle number-is-nan@1.0.1~install: no script for install, continuing
88622 silly install is-fullwidth-code-point@1.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/is-fullwidth-code-point-e9bb785d
88623 info lifecycle is-fullwidth-code-point@1.0.0~install: is-fullwidth-code-point@1.0.0
88624 silly lifecycle is-fullwidth-code-point@1.0.0~install: no script for install, continuing
88625 silly install oauth-sign@0.8.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/oauth-sign-3e47690e
88626 info lifecycle oauth-sign@0.8.2~install: oauth-sign@0.8.2
88627 silly lifecycle oauth-sign@0.8.2~install: no script for install, continuing
88628 silly install object-assign@4.1.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/object-assign-c9b906d1
88629 info lifecycle object-assign@4.1.1~install: object-assign@4.1.1
88630 silly lifecycle object-assign@4.1.1~install: no script for install, continuing
88631 silly install path-is-absolute@1.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/path-is-absolute-ce848f4b
88632 info lifecycle path-is-absolute@1.0.1~install: path-is-absolute@1.0.1
88633 silly lifecycle path-is-absolute@1.0.1~install: no script for install, continuing
88634 silly install pinkie@2.0.4 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/pinkie-7727ca26
88635 info lifecycle pinkie@2.0.4~install: pinkie@2.0.4
88636 silly lifecycle pinkie@2.0.4~install: no script for install, continuing
88637 silly install pinkie-promise@2.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/pinkie-promise-feee730b
88638 info lifecycle pinkie-promise@2.0.1~install: pinkie-promise@2.0.1
88639 silly lifecycle pinkie-promise@2.0.1~install: no script for install, continuing
88640 silly install process-nextick-args@1.0.7 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/process-nextick-args-7f45003c
88641 info lifecycle process-nextick-args@1.0.7~install: process-nextick-args@1.0.7
88642 silly lifecycle process-nextick-args@1.0.7~install: no script for install, continuing
88643 silly install punycode@1.4.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/punycode-0f96ec56
88644 info lifecycle punycode@1.4.1~install: punycode@1.4.1
88645 silly lifecycle punycode@1.4.1~install: no script for install, continuing
88646 silly install qs@6.3.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/qs-b579b968
88647 info lifecycle qs@6.3.1~install: qs@6.3.1
88648 silly lifecycle qs@6.3.1~install: no script for install, continuing
88649 silly install minimist@1.2.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/minimist-4ab9b0bc
88650 info lifecycle minimist@1.2.0~install: minimist@1.2.0
88651 silly lifecycle minimist@1.2.0~install: no script for install, continuing
88652 silly install semver@5.3.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/semver-2725efdd
88653 info lifecycle semver@5.3.0~install: semver@5.3.0
88654 silly lifecycle semver@5.3.0~install: no script for install, continuing
88655 silly install set-blocking@2.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/set-blocking-328cc91c
88656 info lifecycle set-blocking@2.0.0~install: set-blocking@2.0.0
88657 silly lifecycle set-blocking@2.0.0~install: no script for install, continuing
88658 silly install signal-exit@3.0.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/signal-exit-c0ae9087
88659 info lifecycle signal-exit@3.0.2~install: signal-exit@3.0.2
88660 silly lifecycle signal-exit@3.0.2~install: no script for install, continuing
88661 silly install sntp@1.0.9 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/sntp-7a5593ba
88662 info lifecycle sntp@1.0.9~install: sntp@1.0.9
88663 silly lifecycle sntp@1.0.9~install: no script for install, continuing
88664 silly install hawk@3.1.3 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/hawk-e227a707
88665 info lifecycle hawk@3.1.3~install: hawk@3.1.3
88666 silly lifecycle hawk@3.1.3~install: no script for install, continuing
88667 silly install assert-plus@1.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/assert-plus-f37f955d
88668 info lifecycle assert-plus@1.0.0~install: assert-plus@1.0.0
88669 silly lifecycle assert-plus@1.0.0~install: no script for install, continuing
88670 silly install string_decoder@0.10.31 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/string_decoder-b261848d
88671 info lifecycle string_decoder@0.10.31~install: string_decoder@0.10.31
88672 silly lifecycle string_decoder@0.10.31~install: no script for install, continuing
88673 silly install stringstream@0.0.5 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/stringstream-3e14db02
88674 info lifecycle stringstream@0.0.5~install: stringstream@0.0.5
88675 silly lifecycle stringstream@0.0.5~install: no script for install, continuing
88676 silly install strip-ansi@3.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/strip-ansi-7eae1d86
88677 info lifecycle strip-ansi@3.0.1~install: strip-ansi@3.0.1
88678 silly lifecycle strip-ansi@3.0.1~install: no script for install, continuing
88679 silly install string-width@1.0.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/string-width-9bab0abf
88680 info lifecycle string-width@1.0.2~install: string-width@1.0.2
88681 silly lifecycle string-width@1.0.2~install: no script for install, continuing
88682 silly install strip-json-comments@2.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/strip-json-comments-d3df799e
88683 info lifecycle strip-json-comments@2.0.1~install: strip-json-comments@2.0.1
88684 silly lifecycle strip-json-comments@2.0.1~install: no script for install, continuing
88685 silly install rc@1.1.7 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/rc-5f7f2088
88686 info lifecycle rc@1.1.7~install: rc@1.1.7
88687 silly lifecycle rc@1.1.7~install: no script for install, continuing
88688 silly install supports-color@2.0.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/supports-color-a77f60cd
88689 info lifecycle supports-color@2.0.0~install: supports-color@2.0.0
88690 silly lifecycle supports-color@2.0.0~install: no script for install, continuing
88691 silly install chalk@1.1.3 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/chalk-8f9b77c9
88692 info lifecycle chalk@1.1.3~install: chalk@1.1.3
88693 silly lifecycle chalk@1.1.3~install: no script for install, continuing
88694 silly install tough-cookie@2.3.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/tough-cookie-47ba4c14
88695 info lifecycle tough-cookie@2.3.2~install: tough-cookie@2.3.2
88696 silly lifecycle tough-cookie@2.3.2~install: no script for install, continuing
88697 silly install tunnel-agent@0.4.3 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/tunnel-agent-b58364e8
88698 info lifecycle tunnel-agent@0.4.3~install: tunnel-agent@0.4.3
88699 silly lifecycle tunnel-agent@0.4.3~install: no script for install, continuing
88700 silly install tweetnacl@0.14.5 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/tweetnacl-d7a3279d
88701 info lifecycle tweetnacl@0.14.5~install: tweetnacl@0.14.5
88702 silly lifecycle tweetnacl@0.14.5~install: no script for install, continuing
88703 silly install bcrypt-pbkdf@1.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/bcrypt-pbkdf-7969f659
88704 info lifecycle bcrypt-pbkdf@1.0.1~install: bcrypt-pbkdf@1.0.1
88705 silly lifecycle bcrypt-pbkdf@1.0.1~install: no script for install, continuing
88706 silly install sshpk@1.10.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/sshpk-4984216c
88707 info lifecycle sshpk@1.10.2~install: sshpk@1.10.2
88708 silly lifecycle sshpk@1.10.2~install: no script for install, continuing
88709 silly install uid-number@0.0.6 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/uid-number-42d848f1
88710 info lifecycle uid-number@0.0.6~install: uid-number@0.0.6
88711 silly lifecycle uid-number@0.0.6~install: no script for install, continuing
88712 silly install util-deprecate@1.0.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/util-deprecate-62c11ab2
88713 info lifecycle util-deprecate@1.0.2~install: util-deprecate@1.0.2
88714 silly lifecycle util-deprecate@1.0.2~install: no script for install, continuing
88715 silly install readable-stream@2.2.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/readable-stream-e223915e
88716 info lifecycle readable-stream@2.2.2~install: readable-stream@2.2.2
88717 silly lifecycle readable-stream@2.2.2~install: no script for install, continuing
88718 silly install are-we-there-yet@1.1.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/are-we-there-yet-0d26c90c
88719 info lifecycle are-we-there-yet@1.1.2~install: are-we-there-yet@1.1.2
88720 silly lifecycle are-we-there-yet@1.1.2~install: no script for install, continuing
88721 silly install readable-stream@2.1.5 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/readable-stream-dd6059c3
88722 info lifecycle readable-stream@2.1.5~install: readable-stream@2.1.5
88723 silly lifecycle readable-stream@2.1.5~install: no script for install, continuing
88724 silly install uuid@3.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/uuid-43180ef8
